link,price,title,photo_id,page_n,clothing_type
https://roe.shein.com/Swiss-Dot-Guipure-Lace-Detail-Contrast-Embroidered-Mesh-Blouse-p-10513405-cat-1733.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"8,00€",Swiss Dot Guipure Lace Detail Contrast Embroidered Mesh Blouse,tops_1_19,1,tops
https://roe.shein.com/Solid-Dolman-Sleeve-Backless-Tee-p-10594025-cat-1738.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"5,00€",Solid Dolman Sleeve Backless Tee,tops_1_20,1,tops
https://roe.shein.com/Scoop-Neck-Striped-Crop-Tee-p-10219659-cat-1738.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"4,00€",Scoop Neck Striped Crop Tee,tops_1_21,1,tops
https://roe.shein.com/Guipure-Lace-Panel-Ruffle-Sleeve-Blouse-p-10536399-cat-1733.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"8,00€",Guipure Lace Panel Ruffle Sleeve Blouse,tops_1_22,1,tops
https://roe.shein.com/Criss-Cross-Back-Halter-Top-p-10279343-cat-1779.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"5,00€",Criss Cross Back Halter Top,tops_1_23,1,tops
https://roe.shein.com/Letter-Graphic-Tank-Top-p-10671357-cat-1779.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"7,00€",Letter Graphic Tank Top,tops_1_24,1,tops
https://roe.shein.com/Reflective-Expression-Print-Drop-Shoulder-Tee-p-10243352-cat-1738.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"9,00€",Reflective Expression Print Drop Shoulder Tee,tops_1_25,1,tops
https://roe.shein.com/DAZY-Letter-Graphic-Crew-Neck-Tee-p-10466742-cat-1738.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"9,00€",DAZY Letter Graphic Crew Neck Tee,tops_1_26,1,tops
https://roe.shein.com/SHEIN-SXY-Solid-One-Shoulder-Cut-Out-Rib-Knit-Crop-Top-p-10247720-cat-2223.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"4,00€",SHEIN SXY Solid One Shoulder Cut Out Rib Knit Crop Top,tops_1_27,1,tops
https://roe.shein.com/Guipure-Lace-Panel-Petal-Sleeve-Blouse-p-10760646-cat-1733.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"8,00€",Guipure Lace Panel Petal Sleeve Blouse,tops_1_28,1,tops
https://roe.shein.com/Two-Tone-Off-Shoulder-Ruffle-Trim-Blouse-p-10760779-cat-1733.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"8,00€",Two Tone Off Shoulder Ruffle Trim Blouse,tops_1_29,1,tops
https://roe.shein.com/Letter-Graphic-Contrast-Trim-Tee-p-10381103-cat-1738.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"6,00€",Letter Graphic Contrast Trim Tee,tops_1_30,1,tops
https://roe.shein.com/Cut-Out-Rib-knit-Crop-Tank-Top-p-10510336-cat-1779.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"5,00€",Cut Out Rib-knit Crop Tank Top,tops_1_31,1,tops
https://roe.shein.com/Reflective-Butterfly-Print-Drop-Shoulder-Tee-p-10658251-cat-1738.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"7,00€",Reflective Butterfly Print Drop Shoulder Tee,tops_1_32,1,tops
https://roe.shein.com/Llama-Slogan-Graphic-Tee-p-9797567-cat-1738.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"7,00€",Llama & Slogan Graphic Tee,tops_1_33,1,tops
https://roe.shein.com/Astronaut-Print-Tee-p-10390284-cat-1738.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"7,00€",Astronaut Print Tee,tops_1_34,1,tops
https://roe.shein.com/Knot-Shoulder-Colorblock-Cami-Top-p-10557556-cat-1779.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"11,00€",Knot Shoulder Colorblock Cami Top,tops_1_35,1,tops
https://roe.shein.com/SHEIN-SXY-Two-Tone-Letter-Graphic-Chain-Drop-Shoulder-Crop-Tee-p-10580643-cat-1738.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"9,00€",SHEIN SXY Two Tone Letter Graphic Chain Drop Shoulder Crop Tee,tops_1_36,1,tops
https://roe.shein.com/Geo-Print-Batwing-Sleeve-Popover-Blouse-p-10903693-cat-1733.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"7,00€",Geo Print Batwing Sleeve Popover Blouse,tops_1_37,1,tops
https://roe.shein.com/Solid-Twist-Front-Blouse-p-10856652-cat-1733.html?src_identifier=fc%3DWomen%60sc%3DCLOTHING%60tc%3DTOPS%60oc%3D0%60ps%3Dtab01navbar05menu01%60jc%3Dreal_1766&src_module=topcat&src_tab_page_id=page_real_class1657646979980&attr_ids=&scici=navbar_WomenHomePage~~tab01navbar05menu01~~5_1~~real_1766~~~~0,"5,00€",Solid Twist Front Blouse,tops_1_38,1,tops
